state,year,month,aqi
26,1999,11,433.3333333333333
0,1999,12,229.33333333333334
3,1999,12,336.8333333333333
4,1999,12,304.0
6,1999,12,489.1111111111111
8,1999,12,396.5
9,1999,12,210.5
11,1999,12,200.0
12,1999,12,207.07142857142858
14,1999,12,242.65217391304347
16,1999,12,200.0
19,1999,12,200.0
20,1999,12,411.0
21,1999,12,412.25
23,1999,12,206.6
24,1999,12,330.35
26,1999,12,501.0
0,2000,1,227.22222222222223
2,2000,1,343.0
3,2000,1,363.2857142857143
4,2000,1,265.0
5,2000,1,200.0
6,2000,1,314.22222222222223
7,2000,1,200.0
8,2000,1,200.0
9,2000,1,215.875
11,2000,1,200.0
12,2000,1,204.5
13,2000,1,256.2857142857143
14,2000,1,243.36
16,2000,1,200.0
19,2000,1,200.0
20,2000,1,355.125
21,2000,1,295.5
23,2000,1,200.0
24,2000,1,343.25
26,2000,1,363.2
0,2000,2,213.11111111111111
2,2000,2,209.0
3,2000,2,324.0
4,2000,2,215.0
5,2000,2,200.0
6,2000,2,263.55555555555554
7,2000,2,200.0
8,2000,2,207.0
9,2000,2,201.25
11,2000,2,205.2
12,2000,2,202.42857142857142
13,2000,2,248.92857142857142
14,2000,2,230.16
16,2000,2,200.0
19,2000,2,200.0
20,2000,2,338.125
21,2000,2,264.09090909090907
23,2000,2,200.0
24,2000,2,306.26666666666665
26,2000,2,321.4
0,2000,3,225.55555555555554
2,2000,3,253.0
3,2000,3,364.0
4,2000,3,249.5
5,2000,3,200.0
6,2000,3,319.0
7,2000,3,200.0
8,2000,3,251.0
9,2000,3,201.0
11,2000,3,200.0
12,2000,3,200.0
13,2000,3,242.78571428571428
14,2000,3,230.28
16,2000,3,200.0
19,2000,3,200.0
20,2000,3,344.5
21,2000,3,291.0
23,2000,3,203.5
24,2000,3,296.1333333333333
26,2000,3,356.2
0,2000,4,208.66666666666666
2,2000,4,252.0
3,2000,4,356.6666666666667
4,2000,4,281.0
5,2000,4,200.0
6,2000,4,466.44444444444446
7,2000,4,200.0
8,2000,4,290.0
9,2000,4,216.25
11,2000,4,202.8
12,2000,4,200.0
13,2000,4,239.0
14,2000,4,221.86363636363637
16,2000,4,200.0
19,2000,4,200.0
20,2000,4,367.625
21,2000,4,359.6923076923077
23,2000,4,200.0625
24,2000,4,338.47058823529414
26,2000,4,243.0
0,2000,5,205.11111111111111
2,2000,5,200.0
3,2000,5,269.42857142857144
4,2000,5,351.5
5,2000,5,200.0
6,2000,5,594.7777777777778
7,2000,5,200.0
8,2000,5,241.0
9,2000,5,242.25
11,2000,5,202.6
12,2000,5,200.0
13,2000,5,224.35714285714286
14,2000,5,223.22727272727272
16,2000,5,200.0
19,2000,5,200.0
20,2000,5,400.0
21,2000,5,249.6153846153846
23,2000,5,200.0
24,2000,5,327.64285714285717
26,2000,5,224.6
0,2000,6,210.11111111111111
2,2000,6,200.0
3,2000,6,232.57142857142858
4,2000,6,340.0
5,2000,6,200.0
6,2000,6,437.6666666666667
7,2000,6,200.0
8,2000,6,213.0
9,2000,6,210.5
11,2000,6,203.0
12,2000,6,203.25
13,2000,6,227.28571428571428
14,2000,6,224.0
16,2000,6,200.0
19,2000,6,200.0
20,2000,6,387.0
21,2000,6,258.6923076923077
23,2000,6,200.0
24,2000,6,297.75
26,2000,6,215.25
0,2000,7,200.0
2,2000,7,200.0
3,2000,7,207.42857142857142
4,2000,7,200.0
5,2000,7,200.0
6,2000,7,287.3333333333333
7,2000,7,200.0
9,2000,7,200.0
11,2000,7,200.0
12,2000,7,200.0
13,2000,7,214.71428571428572
14,2000,7,217.25
16,2000,7,200.0
19,2000,7,200.0
20,2000,7,302.0
21,2000,7,200.0
23,2000,7,200.0
24,2000,7,263.94117647058823
26,2000,7,208.875
0,2000,8,200.77777777777777
2,2000,8,200.0
3,2000,8,236.85714285714286
4,2000,8,200.0
5,2000,8,200.0
6,2000,8,253.33333333333334
7,2000,8,200.0
8,2000,8,200.0
9,2000,8,203.875
11,2000,8,200.0
12,2000,8,200.0
13,2000,8,210.75
14,2000,8,214.48
16,2000,8,200.0
19,2000,8,200.0
20,2000,8,304.625
21,2000,8,200.0
23,2000,8,200.0
24,2000,8,251.375
26,2000,8,203.75
0,2000,9,204.11111111111111
2,2000,9,200.0
3,2000,9,232.14285714285714
4,2000,9,202.5
5,2000,9,200.0
6,2000,9,258.1111111111111
7,2000,9,200.0
8,2000,9,200.0
9,2000,9,206.375
11,2000,9,200.0
12,2000,9,200.0
13,2000,9,222.69230769230768
14,2000,9,215.0
16,2000,9,200.0
19,2000,9,200.0
20,2000,9,318.375
21,2000,9,208.1
23,2000,9,200.0
24,2000,9,286.47058823529414
26,2000,9,210.0
0,2000,10,200.0
2,2000,10,200.0
3,2000,10,249.57142857142858
4,2000,10,223.0
5,2000,10,200.0
6,2000,10,441.3333333333333
7,2000,10,200.0
8,2000,10,464.0
9,2000,10,213.125
11,2000,10,201.4
12,2000,10,200.21428571428572
13,2000,10,225.5
14,2000,10,221.1304347826087
16,2000,10,200.0
19,2000,10,200.0
20,2000,10,344.5
21,2000,10,253.6
23,2000,10,212.14285714285714
24,2000,10,346.11764705882354
26,2000,10,216.25
0,2000,11,203.11111111111111
2,2000,11,200.0
3,2000,11,353.57142857142856
4,2000,11,280.5
5,2000,11,200.0
6,2000,11,425.44444444444446
7,2000,11,200.0
8,2000,11,389.6666666666667
9,2000,11,213.0
11,2000,11,213.0
12,2000,11,200.0
13,2000,11,205.0
14,2000,11,254.52631578947367
16,2000,11,200.0
19,2000,11,200.0
20,2000,11,348.375
21,2000,11,228.9
23,2000,11,208.6
24,2000,11,369.42105263157896
26,2000,11,284.0
0,2000,12,211.11111111111111
2,2000,12,200.0
3,2000,12,405.57142857142856
4,2000,12,220.0
5,2000,12,200.0
6,2000,12,453.22222222222223
7,2000,12,200.0
8,2000,12,332.3333333333333
9,2000,12,204.5
11,2000,12,229.4
12,2000,12,203.125
13,2000,12,215.78571428571428
14,2000,12,279.9
16,2000,12,200.0
19,2000,12,200.0
20,2000,12,295.125
21,2000,12,285.15384615384613
23,2000,12,213.23076923076923
24,2000,12,409.3529411764706
26,2000,12,347.375
0,2001,1,211.55555555555554
2,2001,1,200.0
3,2001,1,390.2857142857143
4,2001,1,252.0
5,2001,1,200.0
6,2001,1,413.44444444444446
7,2001,1,200.0
8,2001,1,354.6666666666667
9,2001,1,200.0
11,2001,1,201.0
12,2001,1,223.0
13,2001,1,200.71428571428572
14,2001,1,272.95
16,2001,1,200.0
19,2001,1,200.0
20,2001,1,249.5
21,2001,1,282.9230769230769
23,2001,1,209.92307692307693
24,2001,1,422.0952380952381
26,2001,1,460.25
0,2001,2,230.33333333333334
2,2001,2,200.0
3,2001,2,433.2857142857143
4,2001,2,261.5
5,2001,2,200.0
6,2001,2,401.3333333333333
7,2001,2,200.0
8,2001,2,262.3333333333333
9,2001,2,200.0
11,2001,2,207.6
12,2001,2,216.42857142857142
13,2001,2,200.0
14,2001,2,278.69565217391306
16,2001,2,200.0
19,2001,2,200.0
20,2001,2,245.25
21,2001,2,323.8333333333333
23,2001,2,203.8
24,2001,2,429.4761904761905
26,2001,2,359.875
0,2001,3,201.33333333333334
2,2001,3,200.0
3,2001,3,355.7142857142857
4,2001,3,291.5
5,2001,3,200.0
6,2001,3,384.6666666666667
7,2001,3,200.0
8,2001,3,239.33333333333334
9,2001,3,200.0
11,2001,3,203.6
12,2001,3,206.5
13,2001,3,200.0
14,2001,3,246.25
16,2001,3,200.0
19,2001,3,200.0
20,2001,3,238.75
21,2001,3,309.0625
23,2001,3,200.23076923076923
24,2001,3,396.25
26,2001,3,248.25
0,2001,4,202.22222222222223
2,2001,4,200.0
3,2001,4,375.5
4,2001,4,272.0
5,2001,4,200.0
6,2001,4,556.0
7,2001,4,200.0
8,2001,4,349.3333333333333
9,2001,4,200.0
11,2001,4,207.4
12,2001,4,208.28571428571428
13,2001,4,200.0
14,2001,4,234.4
16,2001,4,200.0
19,2001,4,200.0
20,2001,4,233.375
21,2001,4,539.3125
23,2001,4,200.76923076923077
24,2001,4,382.0
26,2001,4,212.25
0,2001,5,204.11111111111111
2,2001,5,200.0
3,2001,5,278.42857142857144
4,2001,5,321.0
5,2001,5,200.0
6,2001,5,353.375
7,2001,5,200.0
8,2001,5,252.33333333333334
9,2001,5,200.0
11,2001,5,201.4
12,2001,5,218.42857142857142
13,2001,5,200.0
14,2001,5,237.45
16,2001,5,200.0
19,2001,5,200.0
20,2001,5,241.625
21,2001,5,409.0
23,2001,5,203.92307692307693
24,2001,5,402.6190476190476
26,2001,5,200.0
0,2001,6,204.125
2,2001,6,200.0
3,2001,6,250.14285714285714
4,2001,6,210.0
5,2001,6,200.0
6,2001,6,270.8888888888889
8,2001,6,251.66666666666666
9,2001,6,200.0
11,2001,6,203.0
12,2001,6,206.35714285714286
13,2001,6,200.0
14,2001,6,232.75
16,2001,6,200.0
19,2001,6,200.0
20,2001,6,228.25
21,2001,6,281.2631578947368
23,2001,6,200.15384615384616
24,2001,6,307.6111111111111
26,2001,6,200.0
0,2001,7,200.625
2,2001,7,200.0
3,2001,7,210.6
4,2001,7,200.0
5,2001,7,200.0
6,2001,7,219.75
7,2001,7,200.0
8,2001,7,237.0
9,2001,7,200.0
11,2001,7,200.0
12,2001,7,212.42857142857142
13,2001,7,200.0
14,2001,7,249.75
16,2001,7,200.0
19,2001,7,200.0
20,2001,7,232.625
21,2001,7,214.10526315789474
23,2001,7,200.0
24,2001,7,232.7
26,2001,7,200.0
0,2001,8,200.0
2,2001,8,200.0
3,2001,8,243.0
4,2001,8,202.0
5,2001,8,200.0
6,2001,8,250.875
7,2001,8,200.0
8,2001,8,244.66666666666666
9,2001,8,200.0
11,2001,8,200.0
12,2001,8,206.0
13,2001,8,200.0
14,2001,8,237.7
16,2001,8,200.0
19,2001,8,200.0
20,2001,8,240.5
21,2001,8,214.8421052631579
23,2001,8,205.7
24,2001,8,246.35
26,2001,8,200.0
0,2001,9,203.22222222222223
2,2001,9,200.0
3,2001,9,250.14285714285714
4,2001,9,220.0
5,2001,9,200.0
6,2001,9,292.0
7,2001,9,200.0
8,2001,9,272.3333333333333
9,2001,9,200.0
11,2001,9,200.4
12,2001,9,200.0
13,2001,9,202.07142857142858
14,2001,9,243.2608695652174
16,2001,9,200.0
19,2001,9,200.0
20,2001,9,231.75
21,2001,9,248.8421052631579
23,2001,9,205.7
24,2001,9,272.65
26,2001,9,215.875
0,2001,10,200.77777777777777
2,2001,10,200.0
3,2001,10,251.28571428571428
4,2001,10,284.5
5,2001,10,200.0
6,2001,10,367.625
7,2001,10,200.0
8,2001,10,390.0
9,2001,10,200.0
11,2001,10,200.0
12,2001,10,246.69230769230768
13,2001,10,205.5
14,2001,10,239.6818181818182
16,2001,10,200.0
19,2001,10,200.0
20,2001,10,236.75
21,2001,10,271.7894736842105
23,2001,10,202.25
24,2001,10,321.3
26,2001,10,200.0
0,2001,11,201.11111111111111
2,2001,11,200.0
3,2001,11,295.85714285714283
4,2001,11,325.5
5,2001,11,200.0
6,2001,11,491.25
7,2001,11,200.0
8,2001,11,491.6666666666667
9,2001,11,200.0
11,2001,11,204.0
12,2001,11,204.91666666666666
13,2001,11,211.42857142857142
14,2001,11,249.6086956521739
16,2001,11,200.0
19,2001,11,200.0
20,2001,11,243.375
21,2001,11,316.2631578947368
23,2001,11,202.5
24,2001,11,401.3888888888889
26,2001,11,214.125
0,2001,12,211.44444444444446
2,2001,12,221.0
3,2001,12,350.85714285714283
4,2001,12,259.5
5,2001,12,200.0
6,2001,12,385.875
7,2001,12,200.0
8,2001,12,457.6666666666667
9,2001,12,200.0
11,2001,12,211.8
12,2001,12,218.58333333333334
13,2001,12,219.64285714285714
14,2001,12,265.1304347826087
16,2001,12,200.0
19,2001,12,200.0
20,2001,12,225.125
21,2001,12,352.94736842105266
23,2001,12,210.8
24,2001,12,364.8421052631579
26,2001,12,344.5
0,2002,1,200.0
2,2002,1,247.0
3,2002,1,301.25
4,2002,1,214.0
5,2002,1,200.0
6,2002,1,319.875
7,2002,1,200.0
8,2002,1,444.6666666666667
9,2002,1,201.375
11,2002,1,200.0
12,2002,1,216.15384615384616
13,2002,1,216.0
14,2002,1,249.69565217391303
16,2002,1,200.0
19,2002,1,200.0
20,2002,1,316.6666666666667
21,2002,1,226.89473684210526
23,2002,1,200.0
24,2002,1,352.5
26,2002,1,261.375
0,2002,2,200.0
2,2002,2,261.0
3,2002,2,290.7142857142857
4,2002,2,201.5
5,2002,2,200.0
6,2002,2,270.875
7,2002,2,200.0
8,2002,2,385.0
9,2002,2,200.0
11,2002,2,200.0
12,2002,2,206.92307692307693
13,2002,2,213.5
14,2002,2,243.43478260869566
16,2002,2,200.0
19,2002,2,200.0
20,2002,2,299.6666666666667
21,2002,2,211.375
23,2002,2,200.0
24,2002,2,308.0625
26,2002,2,275.125
0,2002,3,204.55555555555554
2,2002,3,276.0
3,2002,3,271.75
4,2002,3,210.0
5,2002,3,200.0
6,2002,3,288.0
7,2002,3,200.0
8,2002,3,485.6666666666667
9,2002,3,200.0
11,2002,3,200.0
12,2002,3,208.76923076923077
13,2002,3,221.5
14,2002,3,240.65217391304347
16,2002,3,200.0
19,2002,3,200.0
20,2002,3,238.5
21,2002,3,219.57894736842104
23,2002,3,200.0
24,2002,3,335.875
26,2002,3,249.5
0,2002,4,203.22222222222223
2,2002,4,200.0
3,2002,4,308.2857142857143
4,2002,4,312.5
5,2002,4,200.0
6,2002,4,420.5
7,2002,4,200.0
8,2002,4,533.6666666666666
9,2002,4,212.375
11,2002,4,200.0
12,2002,4,200.0
13,2002,4,232.0
14,2002,4,253.45454545454547
16,2002,4,200.0
19,2002,4,200.0
20,2002,4,318.3333333333333
21,2002,4,234.1875
23,2002,4,200.0
24,2002,4,338.8125
26,2002,4,202.25
0,2002,5,212.22222222222223
2,2002,5,200.0
3,2002,5,262.85714285714283
4,2002,5,494.5
6,2002,5,453.57142857142856
7,2002,5,200.0
8,2002,5,546.6666666666666
9,2002,5,214.5
11,2002,5,200.0
12,2002,5,200.0
13,2002,5,217.5
14,2002,5,231.22727272727272
16,2002,5,200.0
19,2002,5,200.0
20,2002,5,255.66666666666666
21,2002,5,255.5
23,2002,5,200.0625
24,2002,5,379.5
26,2002,5,200.0
0,2002,6,200.0
2,2002,6,200.0
3,2002,6,234.85714285714286
4,2002,6,331.0
5,2002,6,200.0
6,2002,6,321.7142857142857
7,2002,6,200.0
8,2002,6,479.6666666666667
9,2002,6,201.875
11,2002,6,200.0
12,2002,6,203.30769230769232
13,2002,6,221.91666666666666
14,2002,6,224.45454545454547
16,2002,6,200.0
19,2002,6,200.0
20,2002,6,261.3333333333333
21,2002,6,200.0
23,2002,6,200.0
24,2002,6,314.2352941176471
26,2002,6,200.0
0,2002,7,200.0
2,2002,7,200.0
3,2002,7,216.28571428571428
4,2002,7,497.0
5,2002,7,200.0
6,2002,7,416.875
7,2002,7,200.0
8,2002,7,567.3333333333334
9,2002,7,200.0
11,2002,7,200.0
12,2002,7,219.78571428571428
13,2002,7,211.5
14,2002,7,221.95454545454547
16,2002,7,200.0
19,2002,7,200.0
20,2002,7,266.8333333333333
21,2002,7,210.42105263157896
23,2002,7,200.0
24,2002,7,344.3333333333333
26,2002,7,200.0
0,2002,8,200.0
2,2002,8,200.0
3,2002,8,233.85714285714286
4,2002,8,215.0
5,2002,8,200.0
6,2002,8,212.875
7,2002,8,200.0
8,2002,8,239.0
9,2002,8,200.0
11,2002,8,200.0
12,2002,8,200.0
13,2002,8,200.0
14,2002,8,231.5
16,2002,8,200.0
19,2002,8,200.0
20,2002,8,216.2
21,2002,8,201.73684210526315
23,2002,8,201.1875
24,2002,8,271.77777777777777
26,2002,8,200.0
0,2002,9,200.0
2,2002,9,200.0
3,2002,9,239.0
4,2002,9,235.5
5,2002,9,200.0
6,2002,9,224.75
7,2002,9,200.0
8,2002,9,246.0
9,2002,9,200.0
11,2002,9,200.0
12,2002,9,200.0
13,2002,9,202.21428571428572
14,2002,9,240.9090909090909
16,2002,9,200.0
19,2002,9,200.0
20,2002,9,205.75
21,2002,9,200.68421052631578
23,2002,9,200.0
24,2002,9,274.94444444444446
26,2002,9,200.0
0,2002,10,200.0
2,2002,10,200.0
3,2002,10,323.7142857142857
4,2002,10,263.5
5,2002,10,200.0
6,2002,10,343.25
7,2002,10,200.0
8,2002,10,372.3333333333333
9,2002,10,206.25
11,2002,10,200.0
12,2002,10,200.0
13,2002,10,207.57142857142858
14,2002,10,245.95454545454547
16,2002,10,200.0
19,2002,10,200.0
20,2002,10,233.83333333333334
21,2002,10,226.31578947368422
23,2002,10,200.0
24,2002,10,330.55555555555554
26,2002,10,209.625
0,2002,11,200.0
2,2002,11,200.0
3,2002,11,336.5
4,2002,11,328.0
5,2002,11,200.0
6,2002,11,353.875
7,2002,11,200.0
8,2002,11,493.3333333333333
9,2002,11,212.25
11,2002,11,200.0
12,2002,11,200.0
13,2002,11,215.5
14,2002,11,252.8181818181818
19,2002,11,200.0
20,2002,11,275.875
21,2002,11,221.52631578947367
23,2002,11,200.0
24,2002,11,358.0
26,2002,11,233.375
0,2002,12,203.33333333333334
2,2002,12,200.0
3,2002,12,311.8333333333333
4,2002,12,331.0
5,2002,12,200.0
6,2002,12,487.125
7,2002,12,200.0
8,2002,12,405.6666666666667
9,2002,12,206.5
11,2002,12,200.0
12,2002,12,206.35714285714286
13,2002,12,241.71428571428572
14,2002,12,271.6818181818182
19,2002,12,200.0
20,2002,12,261.125
21,2002,12,231.0
23,2002,12,200.0
24,2002,12,381.22222222222223
26,2002,12,283.25
6,2003,1,374.9616858237548
7,2003,1,51.666666666666664
13,2003,1,51.666666666666664
14,2003,1,263.6666666666667
18,2003,1,234.16666666666666
20,2003,1,327.8031746031746
21,2003,1,374.16
6,2003,2,300.16
7,2003,2,51.666666666666664
13,2003,2,51.666666666666664
14,2003,2,231.75
18,2003,2,200.7314814814815
20,2003,2,337.8849206349206
21,2003,2,298.95238095238096
6,2003,3,371.7797270955166
7,2003,3,51.666666666666664
13,2003,3,51.666666666666664
14,2003,3,224.3913043478261
18,2003,3,190.19298245614036
20,2003,3,320.43703703703704
21,2003,3,354.2307692307692
6,2003,4,443.3685185185185
7,2003,4,51.666666666666664
13,2003,4,51.666666666666664
14,2003,4,208.0
18,2003,4,160.0952380952381
20,2003,4,347.36213991769546
21,2003,4,278.7826086956522
6,2003,5,504.83888888888885
7,2003,5,51.666666666666664
13,2003,5,51.666666666666664
14,2003,5,280.76
18,2003,5,103.75757575757575
20,2003,5,365.8070175438596
21,2003,5,877.9565217391304
6,2003,6,349.55555555555554
7,2003,6,51.666666666666664
13,2003,6,51.666666666666664
14,2003,6,228.47619047619048
18,2003,6,163.55555555555557
20,2003,6,369.5416666666667
21,2003,6,333.6111111111111
6,2003,7,285.3366500829187
7,2003,7,51.666666666666664
13,2003,7,51.666666666666664
14,2003,7,234.25
18,2003,7,84.42857142857143
20,2003,7,330.88518518518515
21,2003,7,240.6875
6,2003,8,288.632183908046
7,2003,8,51.666666666666664
13,2003,8,51.666666666666664
14,2003,8,209.57142857142858
18,2003,8,108.95679012345678
20,2003,8,344.2107279693487
21,2003,8,287.6363636363636
6,2003,9,275.6143790849673
7,2003,9,51.666666666666664
13,2003,9,51.666666666666664
14,2003,9,212.6315789473684
18,2003,9,108.20138888888889
20,2003,9,372.38461538461536
21,2003,9,250.83333333333334
6,2003,10,455.69565217391306
7,2003,10,51.666666666666664
13,2003,10,51.666666666666664
14,2003,10,250.03571428571428
18,2003,10,113.44444444444444
20,2003,10,359.51612903225805
21,2003,10,383.1034482758621
6,2003,11,422.44444444444446
7,2003,11,51.666666666666664
13,2003,11,51.666666666666664
14,2003,11,247.1
18,2003,11,207.4047619047619
20,2003,11,383.55555555555554
21,2003,11,323.037037037037
6,2003,12,377.2525252525253
7,2003,12,51.666666666666664
13,2003,12,51.666666666666664
14,2003,12,267.4761904761905
18,2003,12,194.5888888888889
20,2003,12,378.9605734767025
21,2003,12,387.8888888888889
0,2004,1,181.79020146520145
2,2004,1,313.81111111111113
3,2004,1,183.33333333333334
4,2004,1,237.54938271604937
5,2004,1,256.73809523809524
6,2004,1,310.01843915343915
7,2004,1,185.53216374269007
8,2004,1,257.3080808080808
9,2004,1,246.03191489361703
10,2004,1,343.6962962962963
11,2004,1,146.18130081300814
13,2004,1,222.35154826958106
14,2004,1,264.5560148148148
16,2004,1,152.95138888888889
19,2004,1,96.81818181818181
20,2004,1,349.8253968253968
21,2004,1,276.69728783902013
23,2004,1,138.94983333333334
24,2004,1,261.1092181069959
26,2004,1,324.4098148148148
0,2004,2,198.18015873015875
2,2004,2,328.38095238095235
3,2004,2,244.21296296296296
4,2004,2,234.2888888888889
5,2004,2,252.78703703703704
6,2004,2,299.993265993266
7,2004,2,184.64705882352942
8,2004,2,249.47435897435895
9,2004,2,242.06521739130434
10,2004,2,334.3501683501683
11,2004,2,148.34975845410628
13,2004,2,205.76444444444445
14,2004,2,275.9497549019608
16,2004,2,96.62037037037038
19,2004,2,87.65151515151516
20,2004,2,338.74014336917566
21,2004,2,277.24975417895774
23,2004,2,165.71070921985816
24,2004,2,252.1196581196581
26,2004,2,310.08561020036433
0,2004,3,202.7
2,2004,3,341.0462962962963
3,2004,3,151.20833333333334
4,2004,3,310.9375
5,2004,3,269.27777777777777
6,2004,3,374.39943019943024
7,2004,3,175.02614379084966
8,2004,3,242.792270531401
9,2004,3,272.3636363636364
10,2004,3,340.3076923076923
11,2004,3,160.56135265700482
13,2004,3,221.38585858585859
14,2004,3,262.5828888888889
16,2004,3,113.125
19,2004,3,105.12820512820514
20,2004,3,352.5114379084967
21,2004,3,316.92875318066154
23,2004,3,149.63094202898552
24,2004,3,270.37142857142857
26,2004,3,202.98999287749288
0,2004,4,198.88074935400516
2,2004,4,315.57264957264954
3,2004,4,141.44444444444446
4,2004,4,304.2407407407407
5,2004,4,258.58333333333337
6,2004,4,388.6411746031746
7,2004,4,207.76470588235293
8,2004,4,274.33838383838383
9,2004,4,282.2083333333333
10,2004,4,305.9174603174603
11,2004,4,146.46842105263158
13,2004,4,179.48583877995642
14,2004,4,248.45204636290967
16,2004,4,96.7063492063492
19,2004,4,111.7361111111111
20,2004,4,357.35243055555554
21,2004,4,397.71388888888885
23,2004,4,141.7544208037825
24,2004,4,262.7700258397933
26,2004,4,226.72757936507938
0,2004,5,190.4376984126984
2,2004,5,324.93162393162396
3,2004,5,239.6618357487923
4,2004,5,336.69135802469134
5,2004,5,277.22962962962964
6,2004,5,376.48040650406506
7,2004,5,170.03703703703704
8,2004,5,351.73015873015873
9,2004,5,265.02941176470586
10,2004,5,284.72222222222223
11,2004,5,125.28777777777778
13,2004,5,201.43650793650795
14,2004,5,237.0384336419753
16,2004,5,90.88235294117646
19,2004,5,81.6
20,2004,5,364.04283801874163
21,2004,5,371.79377777777773
23,2004,5,122.52755178907721
24,2004,5,261.52280701754387
26,2004,5,202.6719977553311
0,2004,6,195.5093137254902
2,2004,6,290.5793650793651
3,2004,6,192.74074074074073
4,2004,6,222.49444444444444
5,2004,6,257.3492063492063
6,2004,6,344.8675438596491
7,2004,6,164.29824561403507
8,2004,6,264.3127572016461
9,2004,6,247.48936170212767
10,2004,6,335.8888888888889
11,2004,6,111.73078703703703
13,2004,6,162.03418803418802
14,2004,6,219.80816326530612
16,2004,6,84.16666666666667
19,2004,6,103.22222222222223
20,2004,6,334.06849315068496
21,2004,6,244.5362718089991
23,2004,6,139.50603174603174
24,2004,6,250.53947368421052
26,2004,6,194.07845275181725
0,2004,7,183.0206349206349
2,2004,7,307.0462962962963
3,2004,7,133.04347826086956
4,2004,7,220.56666666666666
5,2004,7,257.22222222222223
6,2004,7,395.6945868945869
7,2004,7,146.74603174603175
8,2004,7,273.7420634920635
9,2004,7,233.55
10,2004,7,274.358024691358
11,2004,7,129.1366452991453
13,2004,7,159.28092243186583
14,2004,7,197.9446321321321
16,2004,7,83.39181286549709
19,2004,7,126.48148148148148
20,2004,7,344.9888888888889
21,2004,7,244.48842592592592
23,2004,7,115.24179487179488
24,2004,7,245.3326210826211
26,2004,7,187.15759803921569
0,2004,8,178.61079365079365
2,2004,8,311.1111111111111
3,2004,8,117.8695652173913
4,2004,8,156.21777777777777
5,2004,8,261.46198830409355
6,2004,8,254.70994579945798
7,2004,8,156.80701754385964
8,2004,8,239.95959595959596
9,2004,8,234.11340206185568
10,2004,8,267.06481481481484
11,2004,8,116.62982456140351
13,2004,8,155.14888888888888
14,2004,8,221.29221455938696
16,2004,8,83.11111111111111
19,2004,8,102.98550724637683
20,2004,8,343.80820105820106
21,2004,8,198.6001529051988
23,2004,8,128.2388679245283
24,2004,8,246.77702702702703
26,2004,8,183.30753086419753
0,2004,9,197.2436507936508
2,2004,9,317.14814814814815
3,2004,9,132.52910052910053
4,2004,9,193.47222222222223
5,2004,9,283.8095238095238
6,2004,9,282.5340476190476
7,2004,9,133.13095238095238
8,2004,9,250.79310344827587
9,2004,9,228.48076923076923
10,2004,9,269.98830409356725
11,2004,9,128.99166666666667
13,2004,9,159.68726053639847
14,2004,9,220.39006216006217
16,2004,9,80.45454545454545
19,2004,9,94.02777777777779
20,2004,9,356.06613756613757
21,2004,9,221.05801376597836
23,2004,9,116.81366666666666
24,2004,9,239.07369614512473
26,2004,9,173.53182674199624
0,2004,10,202.04122807017544
2,2004,10,306.8666666666667
3,2004,10,138.57487922705315
4,2004,10,193.1468253968254
5,2004,10,275.7724867724868
6,2004,10,327.6307189542484
7,2004,10,187.17460317460316
8,2004,10,236.7020202020202
9,2004,10,239.3125
10,2004,10,292.1423611111111
11,2004,10,121.09178743961354
13,2004,10,189.3717171717172
14,2004,10,227.73661375661376
16,2004,10,88.4188034188034
19,2004,10,99.16666666666667
20,2004,10,380.81538461538463
21,2004,10,281.8636363636364
23,2004,10,167.69596899224805
24,2004,10,266.701607267645
26,2004,10,265.04848484848486
0,2004,11,221.8595029239766
2,2004,11,326.65555555555557
3,2004,11,178.69444444444446
4,2004,11,251.60763888888889
5,2004,11,234.60416666666669
6,2004,11,335.8049808429119
7,2004,11,269.2163742690059
8,2004,11,281.70588235294116
9,2004,11,247.98876404494382
10,2004,11,326.3022222222222
11,2004,11,141.51410256410256
13,2004,11,210.3037037037037
14,2004,11,254.08923076923077
16,2004,11,62.5
19,2004,11,84.62121212121212
20,2004,11,377.9474747474747
21,2004,11,290.18518518518516
23,2004,11,145.74505847953216
24,2004,11,281.1862284820031
26,2004,11,319.4161949685535
0,2004,12,261.528547008547
2,2004,12,312.4907407407407
3,2004,12,179.93939393939397
4,2004,12,273.8277777777778
5,2004,12,258.41358024691357
6,2004,12,356.4931007751938
7,2004,12,216.04761904761904
8,2004,12,269.99603174603175
9,2004,12,248.4848484848485
10,2004,12,358.17543859649123
11,2004,12,172.2771666666667
13,2004,12,215.22222222222223
14,2004,12,266.79919865319863
16,2004,12,78.14814814814815
19,2004,12,87.28888888888889
20,2004,12,336.5986928104575
21,2004,12,299.1381381381382
23,2004,12,172.8486574074074
24,2004,12,301.701282051282
26,2004,12,346.61131944444446
0,2005,1,227.4095238095238
2,2005,1,233.4126984126984
3,2005,1,194.47474747474746
4,2005,1,204.75471698113208
5,2005,1,263.44444444444446
6,2005,1,321.3373737373737
7,2005,1,147.63888888888889
8,2005,1,275.7592592592593
9,2005,1,204.6031746031746
10,2005,1,362.8009259259259
11,2005,1,188.92505241090146
12,2005,1,161.41203703703704
13,2005,1,213.55291005291005
14,2005,1,236.7421124828532
17,2005,1,121.24444444444444
18,2005,1,204.33333333333334
19,2005,1,101.56944444444444
20,2005,1,312.5050505050505
21,2005,1,286.36876006441224
23,2005,1,130.05882352941177
24,2005,1,400.3355855855856
