State ,City,Location,Type,Category of ES,No. of mon. days (n),Min,Max,SO2 Annual average (µg/m3),10 percentile,90 percentile,Standard Deviation,Percentage- exceedence(24 hourly),Air Quality
Andhra Pradesh,Chitoor,GNC Toll Gate Tirumala,RIRuO,NA,72,4,12,4,4,4,1,0,Low
Andhra Pradesh,Guntur,"Near Hindu College, Market Road",RIRuO,NA,69,2,5,4,2,5,1,0,Low
Andhra Pradesh,Hydrabad,"Tarnaka, NEERI Lab. IICT Campus",RIRuO,NA,94,2,95,5,2,6,10,1,Low
Andhra Pradesh,Hydrabad,"Nacharam, Industrial Estate",RIRuO,NA,93,2,26,4,2,7,3,0,Low
Andhra Pradesh,Hydrabad,ABIDS Circle General Post Office,RIRuO,NA,95,2,31,4,2,7,4,0,Low
Andhra Pradesh,Hydrabad,Balanagar,RIRuO,NA,110,4,5,5,4,5,0,0,Low
Andhra Pradesh,Hydrabad,"Uppal, Modern Foods & Industries IDA",RIRuO,NA,107,4,10,5,4,5,1,0,Low
Andhra Pradesh,Hydrabad,Jublee Hills,RIRuO,NA,108,4,5,4,4,5,0,0,Low
Andhra Pradesh,Hydrabad,Paradise,RIRuO,NA,114,4,11,5,4,5,1,0,Low
Andhra Pradesh,Hydrabad,Charminar,RIRuO,NA,117,4,5,5,4,5,0,0,Low
Andhra Pradesh,Hydrabad,Zoo Park,RIRuO,NA,116,4,11,4,4,4,1,0,Low
Andhra Pradesh,Kakinada,Office Building Ramanayyapeta,RIRuO,NA,36,4,11,4,4,4,1,0,Null
Andhra Pradesh,Kothagudem,"CER Club, Khamam",RIRuO,NA,71,4,4,4,4,4,0,0,Low
Andhra Pradesh,Kurnool,Mourya Inn,RIRuO,NA,90,4,4,4,4,4,0,0,Low
Andhra Pradesh,Nalgonda,AP PCB Nalgonda,RIRuO,NA,108,4,5,4,4,5,0,0,Low
Andhra Pradesh,Nellore,"Venkatareddy nagar, Vedayapalem",RIRuO,NA,60,2,5,4,2,4,1,0,Low
Andhra Pradesh,Patencheru,"Police Station, Medak, Ramachadrapuram",RIRuO,NA,108,4,14,6,5,8,1,0,Low
Andhra Pradesh,Ramagundam,"Godavarikhani, Ramagundam, Karimnagar",RIRuO,NA,91,4,17,6,4,9,2,0,Low
Andhra Pradesh,Tirupati,"Regional Science Centre, Chittoor Bypass",RIRuO,NA,90,4,12,4,4,4,1,0,Low
Andhra Pradesh,Vijaywada,Benz Circle,RIRuO,NA,73,5,9,6,5,7,1,0,Low
Andhra Pradesh,Vijaywada,Autonagar,RIRuO,NA,70,5,15,7,6,8,1,0,Low
Andhra Pradesh,Warangal,"KUDA Office, Hanumakonda",RIRuO,NA,91,4,26,6,4,8,4,0,Low
Andhra Pradesh,Vishakhapatnam,"Panchayat Raj office, Mindi",RIRuO,NA,87,4,71,14,5,24,11,0,Low
Andhra Pradesh,Vishakhapatnam,"Industrial Estate, Marripalem",RIRuO,NA,82,4,71,14,5,24,11,0,Low
Andhra Pradesh,Vishakhapatnam,Police Barracks,RIRuO,NA,78,4,43,17,8,23,7,0,Low
Andhra Pradesh,Vishakhapatnam,"INS-Virabahu, Naval Area",RIRuO,NA,77,4,36,11,6,17,5,0,Low
Andhra Pradesh,Vishakhapatnam,Seethammadhara,RIRuO,NA,80,4,42,9,5,13,5,0,Low
Andhra Pradesh,Vishakhapatnam,Ganapuram Area,RIRuO,NA,80,4,65,21,10,31,10,0,Low
Andhra Pradesh,Vishakhapatnam,"Pedagantyada, Gajuwada",RIRuO,NA,69,4,54,8,5,10,6,0,Low
Andhra Pradesh,Vishakhapatnam,"CWMP, RAMKY, Parawada",RIRuO,NA,71,4,14,6,4,8,2,0,Low
Assam,Bongaigaon,"Oil India Ltd. PS-6, Chirang",RIRuO,NA,103,3,8,5,4,7,1,0,Low
Assam,Bongaigaon,Barpara Office Building,RIRuO,NA,104,3,10,6,5,8,1,0,Low
Assam,Bongaigaon,B.R.P.L. Expert Hostel,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Assam,Daranga,"BATAD, Baska",RIRuO,NA,77,3,8,6,4,7,1,0,Low
Assam,Dibrugarh,Dibrugarh Office Building,RIRuO,NA,98,4,8,6,4,7,1,0,Low
Assam,Golaghat,Golaghat Office Building,ES,Numaligarh,89,3,9,6,4,7,1,0,Low
Assam,Guwahati,"Head Office, Bamunimaidam",RIRuO,NA,251,2,11,6,5,8,1,0,Low
Assam,Guwahati,"Boragaon, IASST, Kamrup",RIRuO,NA,99,3,9,6,4,7,1,0,Low
Assam,Guwahati,"Guwahati University, Kamrup",RIRuO,NA,208,3,9,6,4,7,1,0,Low
Assam,Guwahati,"ITI Building, Gopinath Nagar",RIRuO,NA,246,3,11,7,5,8,2,0,Low
Assam,Guwahati,"Khanapara, Central Dairy, Kamrup",RIRuO,NA,250,3,10,6,4,7,1,0,Low
Assam,Guwahati,"Near Pragjyotish College, Santipur",RIRuO,NA,250,3,9,6,5,8,1,0,Low
Assam,Margherita,Coal India Office,RIRuO,NA,100,5,11,9,7,11,2,0,Low
Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town",RIRuO,NA,103,3,9,6,4,7,1,0,Low
Assam,Nagaon,"Water Resources Div., Christian Patty",RIRuO,NA,98,3,8,6,4,7,1,0,Low
Assam,Nalbari,PWD Rural Div Office Complex,RIRuO,NA,92,4,9,6,5,7,1,0,Low
Assam,Sibsagar,Sibasagar Office Building,RIRuO,NA,101,3,9,6,4,8,1,0,Low
Assam,Sibsagar,"Usha Lodge, near ONGCL Colony",RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Assam,Silchar,Janiganj Govt. Boys HS School campus,RIRuO,NA,97,3,8,6,5,8,1,0,Low
Assam,Silchar,"RLO, Ithkola Market, Ghaniwala Road",RIRuO,NA,95,3,9,6,4,7,1,0,Low
Assam,Tezpur,Tezpur Office Building,RIRuO,NA,105,3,7,5,5,6,1,0,Low
Assam,Tinsukia,"Digboi Carbon factory Campus, Borguri",RIRuO,NA,101,4,8,6,4,7,1,0,Low
Assam,Tinsukia,"Shreepuria, Borguri",RIRuO,NA,100,2,8,6,5,7,1,0,Low
Bihar,Patna,"Beltron Bhawan, Shastri Nagar",RIRuO,NA,82,1,12,3,2,6,2,0,Low
Bihar,Patna,Gandhi Maidan Test Centre,RIRuO,NA,84,1,22,6,3,10,4,0,Low
Chandigarh,Chandigarh,"Modern Foods, Industrial Area",RIRuO,NA,141,2,5,2,2,2,0,0,Low
Chandigarh,Chandigarh,Sector-17 C,RIRuO,NA,143,2,2,2,2,2,0,0,Low
Chandigarh,Chandigarh,"Punjab Engineering College, Sector- 12",RIRuO,NA,144,2,2,2,2,2,0,0,Low
Chandigarh,Chandigarh,"Sector-39, IMTECH",RIRuO,NA,143,2,5,2,2,2,0,0,Low
Chandigarh,Chandigarh,Kaimbwala Village,RIRuO,NA,134,2,2,2,2,2,0,0,Low
Chattisgarh,Bhillai,"Visak Hostel, Sector-4",RIRuO,NA,94,8,13,10,9,12,1,0,Low
Chattisgarh,Bhillai,"R.O., 5/32 Banglow Office Building",RIRuO,NA,96,2,7,5,4,6,1,0,Low
Chattisgarh,Bhillai,M.P. Laghu Udyog Nigam,RIRuO,NA,94,10,14,12,11,13,1,0,Low
Chattisgarh,Bilaspur,"Regional Office, CECB Vyapar Vihar",RIRuO,NA,69,4,12,8,6,10,2,0,Low
Chattisgarh,Korba,"HIG 21,22.Near Ghantaghar, MP Extension",RIRuO,NA,90,10,14,13,12,13,1,0,Low
Chattisgarh,Korba,"Pragati Nagar NTPC Colony, Jamnipali",RIRuO,NA,94,11,14,12,11,13,1,0,Low
Chattisgarh,Korba,"I.T.I., Rampur",RIRuO,NA,94,11,14,13,12,14,1,0,Low
Chattisgarh,Raipur,"New HIG-9, Hirapur",RIRuO,NA,32,12,16,14,13,15,1,0,Null
Chattisgarh,Raipur,"M/S Wool Worth India, Sarora",RIRuO,NA,41,14,20,17,15,18,1,0,Null
Chattisgarh,Raipur,"Yatayat Thana, Jai Stambh Chowk",RIRuO,NA,29,11,15,13,12,14,1,0,Null
Dadra & Nagar Haveli,Silvassa,"Khadoli Industrial Area, Khadoli",RIRuO,NA,97,7,20,8,7,8,1,0,Low
Dadra & Nagar Haveli,Silvassa,"Chetan Guest House, Near Post Office",RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Daman & Diu,Daman,"Kadaiya Industrial Area, Kadaiya",RIRuO,NA,111,7,10,7,7,8,0,0,Low
Daman & Diu,Daman,"110/2, First Floor, Air Port Road, Kadaiya",RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Delhi,Delhi,"N.Y. School, Sarojini Nagar, Delhi",RIRuO,NA,96,2,25,4,2,9,4,0,Low
Delhi,Delhi,"Town Hall, Chandni Chowk",RIRuO,NA,96,2,33,6,2,12,6,0,Low
Delhi,Delhi,"Mayapuri Industrial Area, Delhi",RIRuO,NA,96,2,32,10,2,22,8,0,Low
Delhi,Delhi,Pritampura,RIRuO,NA,76,4,7,4,4,5,0,0,Low
Delhi,Delhi,Shahadra,RIRuO,NA,75,4,7,5,4,5,1,0,Low
Delhi,Delhi,Shahzada Bagh,RIRuO,NA,72,4,7,5,4,6,1,0,Low
Delhi,Delhi,Nizamuddin,RIRuO,NA,73,4,5,4,4,5,0,0,Low
Delhi,Delhi,Janakpuri,RIRuO,NA,74,4,5,4,4,4,0,0,Low
Delhi,Delhi,Siri Fort,RIRuO,NA,74,4,10,4,4,5,1,0,Low
Delhi,Delhi,"ITO, BSZ Marg",RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Goa,Panaji,"Old GSPCB premises, Patto",RIRuO,NA,93,2,28,4,2,13,5,0,Low
Goa,Marmagao,"Fire Brigade Station, Port Trust",RIRuO,NA,92,2,27,4,2,9,5,0,Low
Goa,Vasco,"Fuse Call Office, Mormugao",RIRuO,NA,78,2,20,4,2,9,4,0,Low
Goa,Curchorem,"Curchorem, Sanvordem, Quepem",RIRuO,NA,103,3,17,7,4,10,3,0,Low
Goa,Codli,"Codli Tisk, Ponda",RIRuO,NA,121,6,27,9,6,14,4,0,Low
Goa,Honda,"Honda Junction, Sattari",ES,Sahyadri,70,4,26,13,7,17,4,0,Moderate
Goa,Bicholim,Bicholim Taluk,RIRuO,NA,94,6,18,10,7,15,3,0,Low
Goa,Amona,"Amona, Bicholim",RIRuO,NA,93,6,17,11,7,14,3,0,Low
Goa,Assanora,"Assanora Junction, Bardez Taluka",RIRuO,NA,96,6,15,9,7,12,2,0,Low
Goa,Usgao,"Usgao Plae, Junction, Ponda",RIRuO,NA,100,2,76,15,5,16,18,0,Low
Goa,Margao,Margao Town,RIRuO,NA,5,13,16,15,14,16,1,0,Null
Goa,Tilamol,Tilamol,RIRuO,NA,20,15,20,18,15,20,2,0,Null
Gujarat,Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",RIRuO,NA,102,8,46,19,13,23,5,0,Low
Gujarat,Ahmedabad,Cadilla Bridge Narol,RIRuO,NA,104,8,26,14,11,17,3,0,Low
Gujarat,Ahmedabad,L.D. Engg. College,RIRuO,NA,102,7,14,11,9,13,1,0,Low
Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur",RIRuO,NA,104,8,19,12,9,15,2,0,Low
Gujarat,Ahmedabad,"R.C. Technical High School, Mirzapur",RIRuO,NA,104,8,25,12,10,15,2,0,Low
Gujarat,Ahmedabad,"Naroda, G.I.D.C.",RIRuO,NA,103,8,21,12,9,14,2,0,Low
Gujarat,Anklesvar,Rallis India Ltd.,RIRuO,NA,104,12,25,18,14,22,3,0,Low
Gujarat,Anklesvar,"Durga Traders, Bhavanafarm Society",RIRuO,NA,104,9,64,14,11,17,5,0,Low
Gujarat,Jamnagar,Fisheries Office,RIRuO,NA,104,9,24,12,10,13,2,0,Low
Gujarat,Rajkot,Nr. Sardhara Industrial Corporation,RIRuO,NA,104,9,21,14,13,16,1,0,Low
Gujarat,Rajkot,GPCB Regional Offce,RIRuO,NA,104,10,25,12,11,14,2,0,Low
Gujarat,Surat,S.V.R. Engg. College,RIRuO,NA,104,10,25,15,11,18,3,0,Low
Gujarat,Surat,"B.R.C. High School, Udhna",RIRuO,NA,104,12,28,20,15,25,4,0,Low
Gujarat,Surat,Near Air India Office,RIRuO,NA,104,10,22,16,12,20,3,0,Low
Gujarat,Vadodara,"GPCB Office, Geri Vasahat",RIRuO,NA,93,8,15,11,10,13,2,0,Low
Gujarat,Vadodara,Dandia Bazaar,RIRuO,NA,93,11,24,16,13,20,3,0,Low
Gujarat,Vadodara,CETP Nandesari,RIRuO,NA,90,13,29,23,20,27,3,0,Low
Gujarat,Vadodara,Subhanpura,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Gujarat,Vapi,"GEB, IIIrd Phase, GIDC",RIRuO,NA,104,12,48,18,14,22,4,0,Low
Gujarat,Vapi,"Vapi Nagar Palika, Vapi",RIRuO,NA,104,9,21,14,11,17,2,0,Low
Haryana,Faridabad,Escorts Research Centre Mathura Road,RIRuO,NA,98,8,40,23,11,38,10,0,Low
Haryana,Faridabad,Haryana SPCB Sector-16A,RIRuO,NA,133,3,33,18,6,29,9,0,Low
Haryana,Hissar,Urban Estate - II,RIRuO,NA,60,5,8,6,5,8,1,0,Low
Haryana,Hissar,Guru Jambehswar University,RIRuO,NA,102,2,7,5,2,7,2,0,Low
Haryana,Yamunanagar,Ballarpur Industries,RIRuO,NA,47,8,16,11,9,13,2,0,Null
Himachal Pradesh,Baddi,Industry Department Office Building,RIRuO,NA,59,1,8,2,1,4,1,0,Low
Himachal Pradesh,Baddi,AHC barotiwala,RIRuO,NA,59,1,8,2,1,4,2,0,Low
Himachal Pradesh,Baddi,Housing Board,RIRuO,NA,31,1,10,4,2,8,2,0,Null
Himachal Pradesh,Damtal,Regional Office,RIRuO,NA,144,2,2,2,2,2,0,0,Low
Himachal Pradesh,Damtal,Old Road,RIRuO,NA,129,2,2,2,2,2,0,0,Low
Himachal Pradesh,Kala Amb,Kala Amb Industrial Area,RIRuO,NA,166,2,12,4,2,7,2,0,Low
Himachal Pradesh,Kala Amb,Kala Amb Town/Trilokpur,RIRuO,NA,170,2,7,2,2,3,1,0,Low
Himachal Pradesh,Nalagarh,Municipal Council,RIRuO,NA,50,1,11,2,1,5,2,0,Low
Himachal Pradesh,Parwanoo,"Regional Office, Sector- 4",RIRuO,NA,142,0,6,2,1,3,1,0,Low
Himachal Pradesh,Parwanoo,Asst. Commissioner Building Sector I,RIRuO,NA,129,0,8,2,1,3,1,0,Low
Himachal Pradesh,Paonta Sahib,Paonta Sahib,RIRuO,NA,149,2,6,2,2,3,1,0,Low
Himachal Pradesh,Paonta Sahib,Gondhpur Industrial Area,RIRuO,NA,123,2,8,1,3,2,5,0,Low
Himachal Pradesh,Shimla,Tekka Bench Ridge,ES,Hill station,116,2,8,2,2,4,1,0,Low
Himachal Pradesh,Shimla,"Bus Stand, Winterfield",ES,Hill station,111,2,9,4,2,6,2,0,Low
Himachal Pradesh,Una,"Regional Office, Una",RIRuO,NA,13,2,23,8,2,18,6,0,Null
Himachal Pradesh,Una,"DIC Building, Mehatpur, Una",RIRuO,NA,10,2,9,3,2,6,2,0,Null
Himachal Pradesh,Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",RIRuO,NA,245,2,10,2,2,3,1,0,Low
Himachal Pradesh,Sunder Nagar,"Muncipal Council, NH-21, Mandi",RIRuO,NA,17,2,2,2,2,2,0,0,Null
Himachal Pradesh,Manali,"Nehru Park, Manali, District Kullu",ES,Hill station,32,2,5,2,2,3,1,0,Null
Himachal Pradesh,Manali,"HPSPCB, Hadimba Road, Manali, Kullu",ES,Hill station,10,2,4,2,2,3,1,0,Null
Jammu & Kashmir,Jammu,"Regional Office, Jammu",RIRuO,NA,21,2,5,3,2,4,1,0,Null
Jammu & Kashmir,Jammu,"M.A. Stadium, Jewel Chowk",RIRuO,NA,23,2,7,5,3,7,2,0,Null
Jammu & Kashmir,Jammu,Bari Brahamana Industrial Area,RIRuO,NA,19,4,14,8,5,12,3,0,Null
Jharkhand,Dhanbad,R.O. Dhanbad,RIRuO,NA,97,11,221,16,12,17,21,1,Low
Jharkhand,Dhanbad,"EMTI, Bastacola",RIRuO,NA,99,11,31,16,13,18,3,0,Low
Jharkhand,Dhanbad,"CGM Office, Kusunda",RIRuO,NA,58,11,23,15,13,19,2,0,Low
Jharkhand,Jamshedpur,Bistupur Vehical Testing Centre,RIRuO,NA,95,24,47,36,32,40,4,0,Moderate
Jharkhand,Jamshedpur,Golmuri Vehicle Testing Centre,RIRuO,NA,83,28,46,36,33,39,3,0,Moderate
Jharkhand,Jharia,M.A.D.A.,RIRuO,NA,104,12,30,16,13,19,3,0,Low
Jharkhand,Ranchi,"Albert Ekka Chowk, Main Road",RIRuO,NA,105,14,22,18,15,20,2,0,Low
Jharkhand,Saraikela Kharsawan,"RO Building, Adityapur",RIRuO,NA,39,17,45,35,20,42,8,0,Null
Jharkhand,Sindri,BIT / PDIL,RIRuO,NA,61,11,31,16,12,20,3,0,Low
Jharkhand,West Singhbhum,Barajamda U.M. Office,RIRuO,NA,37,16,40,24,17,37,7,0,Null
Karnataka,Bangalore,"Graphite India, White Field Road",RIRuO,NA,48,13,49,20,15,25,8,0,Null
Karnataka,Bangalore,Yeshwanthpura police station,RIRuO,NA,82,10,51,19,12,30,7,0,Low
Karnataka,Bangalore,Peenya Industrial Area,RIRuO,NA,52,9,24,16,10,19,3,0,Low
Karnataka,Bangalore,"KHB Industrial Area, Yelahanka",RIRuO,NA,84,10,41,18,12,30,7,0,Low
Karnataka,Bangalore,"AMCO Batteries, Mysore Road",RIRuO,NA,75,10,36,16,12,24,5,0,Low
Karnataka,Bangalore,"Jnanabharathi, Bangalore University",RIRuO,NA,104,6,10,8,7,9,1,0,Low
Karnataka,Bangalore,"RV College of Engineering, Mysore Road",RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Karnataka,Bangalore,"TERI office, Vital Medi healthcare Pvt Ltd",RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Karnataka,Bangalore,Victoria hospital,RIRuO,NA,60,6,33,12,7,15,4,0,Low
Karnataka,Belgaum,Karnataka SPCB Office Building,ES,Sahyadri,95,2,2,2,2,2,0,0,Low
Karnataka,Gulburga,Government Hospital,RIRuO,NA,67,2,8,4,3,5,1,0,Low
Karnataka,Hassan,KSRTC bus stand building,RIRuO,NA,107,4,6,5,5,6,0,0,Low
Karnataka,Hubli-Dharwad,"Lakkamanahalli Industrial Area, Dharwad",RIRuO,NA,97,3,11,7,5,9,2,0,Low
Karnataka,Hubli-Dharwad,"Rani Chennamma Circle, Hubli",RIRuO,NA,100,3,11,7,4,9,2,0,Low
Karnataka,Mandya,"KSPCB Building, Bandigowda Badarahe",RIRuO,NA,101,7,13,11,10,12,1,0,Low
Karnataka,Mangalore,Baikampady Industrial Area,RIRuO,NA,100,3,20,7,4,10,3,0,Low
Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg",RIRuO,NA,106,10,13,11,10,12,1,0,Low
Karnataka,Mysore,KSPCB Bldg. Hebbal Ind. Area,RIRuO,NA,108,7,230,13,10,12,21,1,Low
Karnataka,Devanagere,"Mothi Theatre, Gandhi Circle, P.B. Road",RIRuO,NA,62,5,38,11,7,14,5,0,Low
Karnataka,Devanagere,"HPF Intakewell, Kumarapattnam",RIRuO,NA,58,5,17,10,7,13,3,0,Low
Karnataka,Devanagere,"Regional Office building, KSPCB",RIRuO,NA,39,3,33,10,5,16,6,0,Null
Karnataka,Raichur,"KSPCB Office Premises, Raichur",RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Karnataka,Bijapur,"KSPCB Office Premises, Bijapur",RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Karnataka,Shimaga,"The VISL, Oxygen Plant, Shimoga",RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Karnataka,Karwar,Karwar Port Directors Office,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Karnataka,Bagalkote,Bagalkote KSPCB Office Premises,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Karnataka,Kolar,"KSPCB Office Premises, Kolar",RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Karnataka,Bidar,"KSPCB Office Premises, Bidar",RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Kerala,Alappuzha,"District Office, Alissery Road",RIRuO,NA,99,2,2,2,2,2,0,0,Low
Kerala,Alappuzha,"DC Mills, Pathirappally",RIRuO,NA,99,2,2,2,2,2,0,0,Low
Kerala,Kochi,"Eloor I, FACT, Ambalamughal",RIRuO,NA,108,2,3,2,2,3,0,0,Low
Kerala,Kochi,Eloor II,RIRuO,NA,108,2,3,2,2,3,0,0,Low
Kerala,Kochi,Irumpanam,RIRuO,NA,101,2,18,3,2,6,2,0,Low
Kerala,Kochi,Ernakulum South,RIRuO,NA,108,2,11,3,2,6,2,0,Low
Kerala,Kochi,VYTTILA,RIRuO,NA,106,2,14,4,2,7,3,0,Low
Kerala,Kochi,MG Road Bank Ernakulum,RIRuO,NA,108,2,15,4,2,8,3,0,Low
Kerala,Kochi,KALAMASSERY / CSIR Complex,RIRuO,NA,107,2,10,4,2,6,2,0,Low
Kerala,Kollam,"KSPCB, District Office, Kadappakada",RIRuO,NA,114,2,6,3,2,5,1,0,Low
Kerala,Kollam,KMML Chavara,RIRuO,NA,110,2,7,4,2,5,1,0,Low
Kerala,Kottayam,Kottayam,RIRuO,NA,116,2,6,6,5,6,1,0,Low
Kerala,Kottayam,Vadavathoor,RIRuO,NA,116,3,5,4,4,5,0,0,Low
Kerala,Kozhikode,Kozhikode City,RIRuO,NA,116,2,2,2,2,2,0,0,Low
Kerala,Kozhikode,Nallalam,RIRuO,NA,108,2,2,2,2,2,0,0,Low
Kerala,Malapuram,"Kakkanchery, Sijmak oils",RIRuO,NA,97,2,2,2,2,2,0,0,Low
Kerala,Palakkad,SEPR Refractories India Ltd.,RIRuO,NA,119,2,10,3,2,5,2,0,Low
