CATEGORY,SUBCATEGORY,SOURCE,UNIT,FREQUENCY,CURRENCY,IDENTIFIER,TITLE,DATE,INDIA,ANDHRAPRADESH,ARUNACHALPRADESH,ASSAM,BIHAR,CHHATTISGARH,GOA,GUJARAT,HARYANA,HIMACHALPRADESH,JAMMUANDKASHMIR,JHARKHAND,KARNATAKA,KERALA,MADHYAPRADESH,MAHARASHTRA,MANIPUR,MEGHALAYA,MIZORAM,NAGALAND,ODISHA,PUNJAB,RAJASTHAN,SIKKIM,TAMILNADU,TELANGANA,TRIPURA,UTTARPRADESH,UTTARAKHAND,WESTBENGAL,ANDAMANANDNICOBARISLANDS,CHANDIGARH,DELHI,PUDUCHERRY,DAMANDDIU,DADRAANDNAGARHAVELI,LAKSHWADEEP,OLDANDHRAPRADESH,OLDBIHAR,OLDMADHYAPRADESH,OLDUTTARPRADESH
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2019-04-30,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2019-05-31,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2019-06-30,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2019-07-31,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2019-08-31,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2019-09-30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2019-10-31,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2019-11-30,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2019-12-31,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2020-01-31,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2020-02-29,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
