CATEGORY,SUBCATEGORY,SOURCE,UNIT,FREQUENCY,CURRENCY,IDENTIFIER,TITLE,DATE,INDIA,ANDHRAPRADESH,ARUNACHALPRADESH,ASSAM,BIHAR,CHHATTISGARH,GOA,GUJARAT,HARYANA,HIMACHALPRADESH,JAMMUANDKASHMIR,JHARKHAND,KARNATAKA,KERALA,MADHYAPRADESH,MAHARASHTRA,MANIPUR,MEGHALAYA,MIZORAM,NAGALAND,ODISHA,PUNJAB,RAJASTHAN,SIKKIM,TAMILNADU,TELANGANA,TRIPURA,UTTARPRADESH,UTTARAKHAND,WESTBENGAL,ANDAMANANDNICOBARISLANDS,CHANDIGARH,DELHI,PUDUCHERRY,DAMANDDIU,DADRAANDNAGARHAVELI,LAKSHWADEEP,OLDANDHRAPRADESH,OLDBIHAR,OLDMADHYAPRADESH,OLDUTTARPRADESH
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2036-12-31,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2037-12-31,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2038-12-31,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2039-12-31,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2040-12-31,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2041-12-31,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2042-12-31,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2043-12-31,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2044-12-31,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2045-12-31,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2046-12-31,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2047-12-31,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2048-12-31,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2049-12-31,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2050-12-31,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
